Player▲,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Huerter,26,2TM,SG,69,31,1679,11.3,0.544,0.647,0.081,2,11.3,6.7,12.6,1.9,1.3,9.7,17.5,0.6,1.3,1.9,0.054,-1.8,-0.2,-2,0,3.7,8.8,0.425,1.9,5.7,0.338,1.8,3.1,0.587,0.535,0.5,0.7,0.714,0.4,2.5,3,2.3,1,0.3,1,1.8,9.9
Jay Huff,26,MEM,C,64,2,748,18.2,0.666,0.656,0.184,4.3,13.9,9.1,7,1,6.9,9.3,19.6,1.6,1,2.5,0.162,2.5,1,3.5,1.1,2.5,4.8,0.515,1.3,3.1,0.405,1.2,1.6,0.724,0.648,0.7,0.9,0.786,0.5,1.5,2,0.6,0.3,0.9,0.5,1.2,6.9
Ariel Hukporti,22,NYK,C,25,1,217,7.6,0.654,0,0.419,7.5,19.4,13.5,6.4,0.2,6.4,36.4,11.6,-0.2,0.3,0.1,0.02,-6.5,0.9,-5.6,-0.2,0.8,1.2,0.677,0,0,,0.8,1.2,0.677,0.677,0.2,0.5,0.462,0.6,1.5,2,0.4,0,0.6,0.8,1.3,1.9
De'Andre Hunter,27,2TM,SF,64,9,1740,15.9,0.623,0.509,0.333,2.7,13.4,8.1,7.5,1.4,0.7,8.6,22.8,3,1.4,4.4,0.122,1.2,-0.8,0.4,1,5.6,11.9,0.47,2.5,6.1,0.405,3.1,5.8,0.537,0.573,3.4,4,0.846,0.7,3.3,4,1.4,0.8,0.2,1.3,2.4,17
Bones Hyland,24,2TM,PG,24,0,239,16,0.576,0.695,0.22,2.4,9.3,5.9,20.1,3.7,1.7,16.2,28.2,0.1,0.4,0.5,0.095,0.9,1.8,2.7,0.3,2,4.9,0.398,1.3,3.4,0.39,0.6,1.5,0.417,0.534,1,1.1,0.885,0.2,0.8,1,1.3,0.8,0.2,1,1.2,6.2
Oso Ighodaro,22,PHO,PF,61,6,1045,11.1,0.61,0.011,0.267,7.2,16.2,11.9,9.1,1.3,2.6,15.7,10.5,1.1,0.6,1.6,0.075,-2.9,0.3,-2.6,-0.2,1.9,3.1,0.604,0,0,0,1.9,3,0.611,0.604,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2
Joe Ingles,37,MIN,SF,19,1,114,2.4,0.326,0.652,0,2,8.6,5.4,25.4,0.9,0,28.1,12.2,-0.2,0.1,-0.1,-0.035,-6.9,-0.1,-7,-0.1,0.3,1.2,0.261,0.2,0.8,0.2,0.2,0.4,0.375,0.326,0,0,,0.1,0.5,0.6,1.2,0.1,0,0.5,0.6,0.8
Brandon Ingram,27,NOP,SF,18,18,595,16,0.56,0.345,0.165,3,15.5,9.1,26.8,1.3,1.8,16.2,30.2,-0.2,0.2,0,0.001,1.4,-1.7,-0.3,0.3,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2
Harrison Ingram,22,SAS,SF,5,0,35,10.9,0.5,0.25,0,6.1,21.5,13.8,10.6,4.1,0,20,6.1,0,0.1,0.1,0.093,-3.6,2.4,-1.2,0,0.4,0.8,0.5,0,0.2,0,0.4,0.6,0.667,0.5,0,0,,0.4,1.4,1.8,0.6,0.6,0,0.2,0.4,0.8
Kyrie Irving,32,DAL,SG,50,50,1804,19.9,0.594,0.38,0.226,3.7,10.6,7.2,20.5,1.8,1.1,9.7,27.4,3.4,1.3,4.6,0.124,3.9,-0.5,3.4,2.5,8.9,18.9,0.473,2.9,7.2,0.401,6.1,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2,24.7
Jonathan Isaac,27,ORL,PF,71,1,1090,16.6,0.512,0.466,0.33,12,21.5,16.5,5.5,2.8,7,8.2,16.2,0.8,2.5,3.4,0.148,-1.1,1.8,0.7,0.7,1.9,4.6,0.414,0.5,2.1,0.258,1.3,2.4,0.549,0.474,1,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4
Jaden Ivey,22,DET,SG,30,30,898,14.7,0.569,0.373,0.281,5,10.3,7.6,19.7,1.5,1.2,16.1,26,0.3,0.8,1.2,0.062,0.8,-0.8,0,0.5,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4,0.9,0.4,3,2.2,17.6
Andre Jackson Jr.,23,MIL,SG,67,43,980,8.6,0.554,0.386,0.122,7.5,12.5,10.1,10.9,1.7,1.3,21.8,11.9,0.1,1,1.2,0.059,-3.6,0.2,-3.4,-0.3,1.4,2.9,0.477,0.4,1.1,0.395,1,1.8,0.529,0.553,0.2,0.4,0.5,1,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4
GG Jackson II,20,MEM,PF,29,3,459,9.3,0.482,0.477,0.201,6.3,14.8,10.6,8.2,1.2,1,12.5,21.7,-0.4,0.4,0.1,0.009,-3.3,-2,-5.3,-0.4,2.6,6.9,0.372,1.1,3.3,0.337,1.4,3.6,0.404,0.452,1,1.4,0.725,0.9,2.2,3.2,1,0.4,0.2,1.1,1,7.2
Isaiah Jackson,23,IND,C,5,1,84,18.2,0.6,0,0.609,14.7,22.3,18.6,8.1,1.7,8.6,14.6,17.6,0.1,0.1,0.3,0.153,-1,1.8,0.8,0.1,2.8,4.6,0.609,0,0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1,0.6,1.6,1,2.8,7
Jaren Jackson Jr.,25,MEM,C,74,74,2207,19.6,0.591,0.321,0.328,4.4,15.5,10,10.1,1.9,4.7,9.9,28.1,3.2,3.2,6.4,0.139,1.6,0.8,2.3,2.4,8,16.4,0.488,2,5.3,0.375,6,11.1,0.541,0.548,4.2,5.4,0.781,1.2,4.4,5.6,2,1.2,1.5,2.1,3.5,22.2
Quenton Jackson,26,IND,PG,28,7,381,14.7,0.58,0.328,0.328,4.1,8.7,6.4,18.6,2.6,1.2,10.3,17.7,0.6,0.4,1,0.126,-1.2,0.8,-0.3,0.2,2.1,4.4,0.475,0.5,1.4,0.375,1.5,2.9,0.524,0.537,1.1,1.4,0.775,0.5,1.1,1.6,1.9,0.8,0.2,0.6,1.5,5.8
Reggie Jackson,34,PHI,PG,31,1,384,9.8,0.496,0.556,0.068,2.3,10.4,6.2,17.1,2.1,0.8,11,17.5,0,0.2,0.1,0.015,-3.2,-0.8,-4,-0.2,1.7,4.3,0.391,0.8,2.4,0.338,0.9,1.9,0.458,0.485,0.2,0.3,0.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4
Trayce Jackson-Davis,24,GSW,C,62,37,967,18.5,0.587,0.01,0.338,13.2,21.7,17.3,16.1,1.2,3.7,11.5,17.1,1.9,1.4,3.4,0.167,0.3,0.9,1.2,0.8,2.8,4.9,0.576,0,0,0,2.8,4.8,0.582,0.576,1,1.6,0.578,2,3,5,1.7,0.4,0.6,0.7,1.2,6.6
Bronny James,20,LAL,SG,27,1,181,7.1,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-0.3,0.2,-0.2,-0.043,-5.9,-1.3,-7.2,-0.2,0.8,2.5,0.313,0.3,1.2,0.281,0.4,1.3,0.343,0.381,0.4,0.5,0.786,0.1,0.5,0.7,0.8,0.3,0.1,0.5,0.5,2.3
LeBron James,40,LAL,SF,70,70,2444,22.7,0.604,0.312,0.261,3.4,21.2,12.6,40.3,1.4,1.5,15.5,30.1,4.9,2.8,7.7,0.152,4.9,0.7,5.6,4.7,9.3,18.1,0.513,2.1,5.7,0.376,7.2,12.5,0.574,0.571,3.7,4.7,0.782,1,6.8,7.8,8.2,1,0.6,3.7,1.4,24.4
Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,14.3,0.543,0.258,0.307,6.8,16.5,11.7,17.9,2.2,1,15.7,20.2,0.5,1.8,2.3,0.081,-1.4,0.5,-0.9,0.4,3.2,7,0.461,0.6,1.8,0.311,2.7,5.2,0.513,0.501,1.6,2.2,0.754,1.3,3.1,4.4,2.5,0.9,0.2,1.5,1.2,8.6
DaQuan Jeffries,27,CHO,SG,47,20,1071,7.9,0.518,0.564,0.103,3.6,10,6.7,7.2,1.2,2.3,10.3,13.5,0,0.6,0.6,0.027,-4,-0.7,-4.7,-0.7,2.5,6.2,0.405,1.2,3.5,0.335,1.3,2.7,0.496,0.5,0.5,0.6,0.8,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7
Trey Jemison,25,2TM,C,38,0,392,8.9,0.537,0,0.446,12.4,17.1,14.8,5.5,1.1,3.6,21.3,12.4,0,0.3,0.3,0.037,-6.3,-0.5,-6.8,-0.5,1.1,1.9,0.554,0,0,,1.1,1.9,0.554,0.554,0.3,0.9,0.394,1.2,1.6,2.8,0.4,0.2,0.4,0.6,1.8,2.5
Daniss Jenkins,23,DET,PG,7,0,23,-0.1,0.322,0.7,0.2,0,9.6,4.8,17.3,0,0,8.4,21.8,-0.1,0,-0.1,-0.15,-10.2,-5.7,-15.8,-0.1,0.4,1.4,0.3,0.1,1,0.143,0.3,0.4,0.667,0.35,0,0.3,0,0,0.3,0.3,0.4,0,0,0.1,0.3,1
Ty Jerome,27,CLE,SG,70,3,1392,21,0.643,0.409,0.239,4,9.3,6.7,24.5,2.7,0.2,11.9,23.6,4.2,1.8,5.9,0.204,3.5,0.8,4.3,2.2,4.6,8.8,0.516,1.6,3.6,0.439,3,5.2,0.57,0.606,1.8,2.1,0.872,0.7,1.8,2.5,3.4,1.1,0,1.3,1.5,12.5
Isaiah Joe,25,OKC,SG,74,16,1604,14,0.617,0.793,0.095,2.8,10.1,6.6,9.7,1.4,0.6,5.8,17.2,2.9,2.2,5.1,0.153,1.4,-0.1,1.3,1.4,3.5,7.9,0.44,2.6,6.3,0.412,0.9,1.6,0.549,0.604,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2
AJ Johnson,20,2TM,SG,29,11,639,7.1,0.48,0.423,0.174,1.3,8.3,4.8,17.1,0.9,0.4,13.2,17.4,-0.5,0,-0.4,-0.032,-5.6,-2.5,-8.1,-1,2.8,7.3,0.385,0.8,3.1,0.267,2,4.2,0.472,0.441,1.1,1.3,0.865,0.3,1.8,2,2.6,0.4,0.1,1.2,1.7,7.6
Cameron Johnson,28,BRK,PF,57,57,1800,18.2,0.632,0.546,0.301,3.3,12.8,7.8,18.5,1.5,1.4,10.5,22.9,3.8,1.3,5.1,0.137,3.5,-0.4,3.1,2.3,6.2,13.1,0.475,2.8,7.2,0.39,3.4,5.9,0.578,0.582,3.5,3.9,0.893,0.9,3.4,4.3,3.4,0.9,0.4,1.7,1.8,18.8
Jalen Johnson,23,ATL,SF,36,36,1284,17.3,0.569,0.26,0.232,5.2,26,15.3,20.5,2,2.6,15.1,22.5,0.8,1.6,2.4,0.089,0.5,1.4,1.8,1.2,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10,5,1.6,1,2.9,1.9,18.9
James Johnson,37,IND,PF,12,0,37,0,0.35,0.273,0.091,0,17.9,9,13.7,0,4.9,25.9,18,-0.2,0,-0.1,-0.162,-9.6,-0.2,-9.7,-0.1,0.3,0.9,0.364,0,0.3,0,0.3,0.7,0.5,0.364,0,0.1,0,0,0.5,0.5,0.3,0,0.2,0.3,0.4,0.7
Keldon Johnson,25,SAS,SF,77,0,1838,15.6,0.572,0.356,0.252,6.5,15.1,10.8,10.2,1.3,1.1,8.3,21.6,2.2,1,3.2,0.083,0,-1.6,-1.6,0.2,4.8,10,0.482,1.1,3.6,0.318,3.7,6.4,0.573,0.538,1.9,2.5,0.773,1.5,3.4,4.8,1.6,0.6,0.3,1,1.5,12.7
Keon Johnson,22,BRK,SG,79,56,1925,10.4,0.499,0.515,0.178,3.5,14.5,8.8,14.6,2.1,1.5,12.1,21.7,-1.3,1.9,0.5,0.014,-3.1,-0.1,-3.3,-0.6,3.8,9.9,0.389,1.6,5.1,0.314,2.2,4.8,0.468,0.47,1.4,1.8,0.77,0.8,3,3.8,2.2,1,0.4,1.5,2.6,10.6
Keshad Johnson,23,MIA,SF,16,0,98,19.1,0.718,0.269,0.346,6.8,24.6,15.8,6.3,2.5,3.9,11.8,15.4,0.2,0.2,0.4,0.181,-1,0.9,-0.1,0,1.1,1.6,0.692,0.2,0.4,0.429,0.9,1.2,0.789,0.75,0.3,0.6,0.444,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7
Nikola Jokić,29,DEN,C,70,70,2571,32,0.663,0.243,0.331,9,28.2,19.1,44.1,2.4,1.6,12.8,29.5,12.7,3.8,16.4,0.307,9.9,3.3,13.3,9.8,11.2,19.5,0.576,2,4.7,0.417,9.3,14.8,0.627,0.627,5.2,6.4,0.8,2.9,9.9,12.7,10.2,1.8,0.6,3.3,2.3,29.6
Colby Jones,22,2TM,SG,39,0,515,11.4,0.544,0.38,0.271,4.3,13.6,9,12,2.4,2.4,13.7,13.7,0.1,0.4,0.6,0.053,-3.3,0.4,-2.8,-0.1,1.5,3.3,0.457,0.4,1.3,0.327,1.1,2.1,0.538,0.519,0.6,0.9,0.657,0.5,1.7,2.2,1.1,0.7,0.3,0.6,0.9,4
Derrick Jones Jr.,27,LAC,SF,77,55,1873,13.5,0.609,0.372,0.2,5.7,10.1,8,4.6,2.1,1.7,9.3,16.5,2.1,2.6,4.7,0.12,-1,0.7,-0.3,0.8,4,7.6,0.526,1,2.8,0.356,3,4.8,0.627,0.593,1.1,1.5,0.703,1.2,2.2,3.4,0.8,1,0.4,0.9,2,10.1
Dillon Jones,23,OKC,SF,54,3,551,8.1,0.464,0.474,0.211,6,17.3,11.8,12.6,1.4,0.7,16.2,13.3,-0.1,0.9,0.8,0.067,-4.3,0.3,-4,-0.3,0.9,2.5,0.383,0.3,1.2,0.254,0.6,1.3,0.5,0.444,0.3,0.5,0.607,0.6,1.7,2.2,1.1,0.3,0.1,0.5,1,2.5
Herbert Jones,26,NOP,SF,20,20,648,10.4,0.541,0.419,0.233,3.6,9.6,6.5,13.8,2.8,1.3,15.6,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5,0.53,0.5,1.7,2,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3
Isaac Jones,24,SAC,PF,40,0,304,15.2,0.678,0.096,0.434,8.1,12.9,10.5,5.6,0.8,3.2,13.9,16.3,0.5,0.2,0.7,0.115,-0.9,-0.8,-1.7,0,1.4,2.1,0.651,0.1,0.2,0.375,1.3,1.9,0.68,0.669,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4
Kai Jones,24,2TM,C,40,6,468,20.2,0.804,0.046,0.294,9.6,19.7,14.8,7.9,1.6,4.6,12.8,13,1.4,0.7,2.1,0.216,1.4,1.5,2.9,0.6,2.2,2.7,0.798,0,0.1,0.2,2.2,2.6,0.827,0.803,0.6,0.8,0.719,1,2.1,3.1,0.6,0.4,0.6,0.5,1.3,5
Mason Jones,26,SAC,SG,10,0,45,20.6,0.569,0.444,0.278,5,17.5,11.2,35.6,0,2.2,4.7,20.3,0.2,0,0.2,0.198,3.5,-0.6,2.9,0.1,0.9,1.8,0.5,0.1,0.8,0.125,0.8,1,0.8,0.528,0.4,0.5,0.8,0.2,0.7,0.9,1.1,0,0.1,0.1,0.3,2.3
Spencer Jones,23,DEN,SF,20,0,125,4.5,0.368,0.5,0.088,7.4,7.5,7.5,4.7,1.9,3.6,12.4,13.7,-0.2,0.1,-0.1,-0.031,-7.7,-0.8,-8.5,-0.2,0.6,1.7,0.324,0.1,0.9,0.059,0.5,0.9,0.588,0.338,0.2,0.2,1,0.4,0.5,0.9,0.3,0.3,0.3,0.3,0.9,1.3
Tre Jones,25,2TM,PG,46,9,905,16.3,0.617,0.202,0.282,3.7,9.9,6.8,28.6,1.9,1,11.6,14.1,2.3,0.6,2.9,0.155,0.5,1,1.5,0.8,2.8,5.2,0.538,0.4,1,0.396,2.4,4.1,0.574,0.578,1.2,1.5,0.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2
Tyus Jones,28,PHO,PG,81,58,2174,14.5,0.585,0.587,0.083,2.1,7.8,5,27.7,1.6,0.3,11.4,16.2,4,0.3,4.4,0.096,1.4,-1.3,0.1,1.1,3.8,8.4,0.448,2,5,0.414,1.7,3.5,0.496,0.57,0.6,0.7,0.895,0.5,1.9,2.4,5.3,0.9,0.1,1.1,0.8,10.2
DeAndre Jordan,36,DEN,C,56,5,691,15.4,0.621,0,0.457,14,30.3,22.6,9.5,1.1,3.5,19.2,12.8,0.9,0.9,1.8,0.127,-1.4,0.2,-1.2,0.2,1.6,2.5,0.65,0,0,,1.6,2.5,0.65,0.65,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7
Cory Joseph,33,ORL,PG,50,16,612,10.9,0.547,0.695,0.117,3,11.2,6.9,17,2.1,0.6,10,12.8,0.6,0.9,1.5,0.114,-2.3,1.4,-0.8,0.2,1.2,3.1,0.403,0.8,2.1,0.364,0.5,0.9,0.489,0.529,0.3,0.4,0.778,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1,3.5
Nikola Jović,21,MIA,PF,46,10,1156,13.8,0.595,0.557,0.231,2.5,14.6,8.6,16.6,1.6,1.1,12.6,18.3,1.2,1.3,2.5,0.104,-0.3,0.6,0.3,0.7,3.7,8.2,0.456,1.7,4.6,0.371,2,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7
Johnny Juzang,23,UTA,SG,64,18,1270,11.8,0.573,0.661,0.112,3.6,12,7.8,7.9,1.5,0.6,6.7,17.6,1.3,0.3,1.6,0.06,-0.9,-1.4,-2.3,-0.1,3.2,7.4,0.429,1.8,4.9,0.376,1.3,2.5,0.534,0.554,0.7,0.8,0.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2,8.9
Yuki Kawamura,23,MEM,PG,22,0,93,11,0.53,0.767,0.3,0,13.5,6.8,25.1,1,0,12.8,16.9,0.1,0.1,0.2,0.095,-2.6,-0.2,-2.8,0,0.5,1.4,0.367,0.3,1,0.304,0.2,0.3,0.571,0.483,0.3,0.4,0.778,0,0.5,0.5,0.9,0.1,0,0.2,0.4,1.6
Kylor Kelley,27,2TM,C,11,2,126,12.1,0.644,0,0.455,10.4,23.4,16.8,5.3,0.4,2.1,13.2,10.3,0.2,0.1,0.3,0.102,-3.5,-1.9,-5.4,-0.1,1.3,2,0.636,0,0,,1.3,2,0.636,0.636,0.5,0.9,0.6,1.1,2.5,3.5,0.5,0.1,0.3,0.4,1.4,3.1
Luke Kennard,28,MEM,SG,65,11,1472,13.6,0.631,0.606,0.132,2.7,10.4,6.6,18.5,1.6,0.3,13.6,14.5,2.6,1.3,3.9,0.127,0.9,0.2,1.1,1.2,3.2,6.6,0.478,1.7,4,0.433,1.4,2.6,0.547,0.609,0.8,0.9,0.895,0.6,2.2,2.8,3.3,0.8,0.1,1.1,0.9,8.9
Walker Kessler,23,UTA,C,58,58,1740,20,0.66,0.081,0.363,16.6,27.1,21.9,8.3,1,7.4,15,13.7,3.6,1.8,5.4,0.149,1.1,0.7,1.8,1.7,4.8,7.2,0.663,0.1,0.6,0.176,4.7,6.6,0.706,0.671,1.4,2.6,0.52,4.6,7.6,12.2,1.7,0.6,2.4,1.5,2.2,11.1
Braxton Key,27,GSW,SF,3,0,11,1.1,0.226,0.25,1.5,9.5,10.1,9.8,0,8.8,0,13.1,29.3,-0.1,0,-0.1,-0.259,-13.9,0.3,-13.6,0,0,1.3,0,0,0.3,0,0,1,0,0,1,2,0.5,0.3,0.3,0.7,0,0.7,0,0.3,0,1
Corey Kispert,25,WAS,SF,61,0,1602,11,0.584,0.584,0.156,2.3,9.5,5.9,9.7,0.8,0.8,9.6,17.5,1,0.1,1.1,0.032,-1.4,-2.2,-3.7,-0.7,4.2,9.3,0.451,2,5.4,0.364,2.2,3.9,0.574,0.558,1.2,1.4,0.852,0.6,2.4,3,1.7,0.4,0.2,1,1.6,11.6
Maxi Kleber,33,DAL,PF,34,4,637,5.6,0.489,0.51,0.219,4.4,11.7,8.1,8.3,0.7,2.3,17.9,8.7,0,0.4,0.3,0.023,-4.2,0.4,-3.8,-0.3,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3
Bobi Klintman,21,DET,SF,8,0,42,15.9,0.689,0.5,0.2,2.7,15.7,9.2,22.5,2.3,2.3,8.4,11.9,0.1,0.1,0.2,0.208,-1,1.9,1,0,0.8,1.3,0.6,0.3,0.6,0.4,0.5,0.6,0.8,0.7,0.1,0.3,0.5,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1,1.9
Dalton Knecht,23,LAL,SF,78,16,1494,12.7,0.594,0.61,0.151,2.9,13.1,8.1,6.5,0.8,0.5,5.9,18.5,1.7,1,2.7,0.086,-0.1,-1.7,-1.8,0.1,3.3,7.1,0.461,1.6,4.4,0.376,1.7,2.8,0.594,0.576,0.8,1.1,0.762,0.5,2.3,2.8,0.8,0.3,0.1,0.5,1.2,9.1
Kevin Knox,25,GSW,SF,14,0,84,17.1,0.582,0.417,0.222,8.7,13.2,10.9,9.4,1.2,4.5,9.2,21.8,0.1,0.1,0.2,0.121,-0.7,-0.6,-1.3,0,1.3,2.6,0.5,0.3,1.1,0.267,1,1.5,0.667,0.556,0.4,0.6,0.75,0.5,0.7,1.2,0.4,0.1,0.3,0.3,0.4,3.3
Tyler Kolek,23,NYK,PG,41,0,296,10.3,0.453,0.573,0.207,3.1,7.3,5.2,29.5,2,1.3,16.7,15.8,0.1,0.3,0.4,0.058,-2.6,-0.3,-2.8,-0.1,0.7,2,0.329,0.3,1.1,0.298,0.3,0.9,0.371,0.415,0.3,0.4,0.765,0.2,0.5,0.7,1.7,0.3,0.1,0.4,0.6,2
Christian Koloko,24,LAL,C,37,0,342,13,0.624,0.061,0.212,11.9,18.2,15.1,6.4,1.2,4.4,14.3,10.8,0.5,0.4,0.9,0.13,-3,0.2,-2.8,-0.1,1.1,1.8,0.606,0,0.1,0,1.1,1.7,0.645,0.606,0.3,0.4,0.714,0.9,1.5,2.5,0.4,0.2,0.4,0.3,1.2,2.4
John Konchar,28,MEM,SG,46,4,558,12.1,0.592,0.681,0.088,7.1,21.4,14.3,8.8,2.5,2.3,14.5,8,0.6,0.9,1.5,0.131,-0.7,2.3,1.7,0.5,0.9,2,0.451,0.5,1.3,0.371,0.4,0.6,0.621,0.577,0.2,0.2,0.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.4
Luke Kornet,29,BOS,C,73,16,1361,19.6,0.683,0.011,0.346,15.2,15.8,15.5,11.9,1.3,4.8,8.8,11.4,4.8,2.2,7,0.246,1.6,1.7,3.3,1.8,2.6,3.8,0.668,0,0,0,2.6,3.8,0.675,0.668,0.9,1.3,0.691,2.6,2.7,5.3,1.6,0.5,1,0.4,1.6,6
Vit Krejci,24,ATL,PG,57,16,1153,12.7,0.661,0.705,0.154,2,13.1,7.4,16.5,1.5,2.1,13.8,12.9,1.8,0.8,2.6,0.11,0,0.7,0.7,0.8,2.5,5.1,0.497,1.6,3.6,0.437,1,1.5,0.64,0.651,0.6,0.8,0.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2
Jonathan Kuminga,22,GSW,PF,47,10,1144,15.7,0.535,0.266,0.414,5.1,15.6,10.2,14.6,1.6,1.7,9.6,27.4,0.5,1.5,1.9,0.08,-0.5,-0.1,-0.6,0.4,5.5,12.1,0.454,1,3.2,0.305,4.5,8.9,0.508,0.495,3.3,5,0.668,1.2,3.4,4.6,2.2,0.8,0.4,1.5,1.9,15.3
Kyle Kuzma,29,2TM,PF,65,62,1936,10.6,0.514,0.369,0.238,3,17.1,10.2,12.1,0.9,0.9,13.5,24,-2.3,1.3,-0.9,-0.024,-2.9,-2,-4.9,-1.4,5.7,13,0.436,1.5,4.8,0.307,4.2,8.2,0.512,0.493,2,3.1,0.634,0.8,4.9,5.7,2.3,0.6,0.3,2.2,1.8,14.8
Skal Labissière,28,SAC,PF,4,0,12,15.9,0.625,0.25,0,9.3,18.7,14,11.6,0,0,0,14.3,0,0,0,0.165,3.3,-1.3,2.1,0,0.5,1,0.5,0.3,0.3,1,0.3,0.8,0.333,0.625,0,0,,0.3,0.5,0.8,0.3,0,0,0,0.3,1.3
Jock Landale,29,HOU,C,42,3,500,16,0.59,0.171,0.263,11.7,17.6,14.6,10.3,1.3,1.8,11,15.7,1,0.7,1.7,0.159,0,0.4,0.4,0.3,1.9,3.6,0.533,0.3,0.6,0.423,1.7,3,0.556,0.569,0.6,1,0.675,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8
Jake LaRavia,23,2TM,PF,66,0,1349,12.6,0.591,0.421,0.341,7.2,13.3,10.3,14.6,2.2,1.6,18.2,14.4,1.4,1.5,2.9,0.104,-0.8,1.1,0.2,0.8,2.4,5.1,0.475,0.9,2.2,0.423,1.5,3,0.513,0.564,1.2,1.7,0.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2,6.9
Pelle Larsson,23,MIA,SG,55,8,782,10.2,0.546,0.468,0.3,4,9,6.5,11.6,2,0.9,9.5,14.4,0.6,0.8,1.4,0.086,-3.8,0.7,-3.1,-0.2,1.6,3.7,0.438,0.6,1.7,0.337,1,2,0.528,0.517,0.7,1.1,0.672,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6
Zach LaVine,29,2TM,SF,74,74,2602,17.3,0.639,0.438,0.233,0.9,12,6.5,18.3,1.1,0.4,13.4,25.3,3.7,1.4,5.1,0.094,2.3,-1.6,0.7,1.8,8.4,16.5,0.511,3.2,7.2,0.446,5.2,9.3,0.562,0.609,3.2,3.9,0.825,0.3,4,4.3,4.2,0.8,0.2,2.8,1.6,23.3
A.J. Lawson,24,TOR,SG,26,2,486,12.7,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20,0.4,0.4,0.8,0.081,-1.5,-1,-2.5,-0.1,3.1,7.3,0.421,1.3,3.9,0.327,1.8,3.4,0.528,0.508,1.7,2.4,0.683,0.8,2.5,3.3,1.2,0.5,0.2,0.6,1.7,9.1
Damion Lee,32,PHO,SG,25,0,144,11.9,0.499,0.5,0.284,2.4,12.8,7.8,11.5,2.1,0,10.7,28.6,-0.2,0.1,-0.1,-0.031,-2.9,-2.1,-5.1,-0.1,1.1,3,0.365,0.4,1.5,0.243,0.7,1.5,0.486,0.426,0.8,0.8,0.952,0.1,0.7,0.8,0.4,0.2,0,0.4,0.2,3.3
Alex Len,31,2TM,C,46,7,380,10.6,0.525,0.143,0.27,11.3,16.7,14,12.6,1.2,5.4,22.1,10.3,0.2,0.4,0.7,0.083,-3.9,1.2,-2.6,-0.1,0.7,1.4,0.508,0,0.2,0.222,0.7,1.2,0.556,0.524,0.2,0.4,0.471,0.8,1.2,2.1,0.8,0.2,0.5,0.4,1.2,1.6
